 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,77646088,2,2,123,241,67,56,61.5,7.778174593,125,116,120.5,6.363961031,4.687937401,0.051515796,25900000.0,44800000.0,77600000,536,77600000,77600000.0,0.0,77600000,77600000,77600000,77600000.0,0.0,77600000,77600000,0,0,0,0,72,72,0.025757898,0.025757898,56,125,84.0,33.77128958,1140.5,0,0,0,0,0,0,0,0,1,105.0,61.5,120.5,72,0,0,0,0,0,0,2,123,2,241,-1,-1,1,32,829.0,0.0,829,829,77600000.0,0.0,77600000,77600000,BENIGN
53,24023,2,2,142,306,71,71,71.0,0.0,153,153,153.0,0.0,18648.7949,166.5070974,8007.666667,13864.48936,24017,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,83.25354868,83.25354868,71,153,103.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,129.75,71.0,153.0,64,0,0,0,0,0,0,2,142,2,306,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,57595,3,4,440,859,440,0,146.6666667,254.0341184,859,0,214.75,429.5,22554.04115,121.538328,9599.166667,11398.29672,23440,4,33785,16892.5,9198.752116,23397,10388,34250,11416.66667,19454.65932,33880,4,0,0,0,0,104,136,52.08785485,69.45047313,0,859,162.375,320.8372696,102936.5536,0,0,0,1,0,0,0,0,1,185.5714286,146.6666667,214.75,104,0,0,0,0,0,0,3,440,4,859,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,113,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,106194.6903,17699.11504,113.0,0.0,113,113,113,113.0,0.0,113,113,0,0.0,0.0,0,0,0,0,0,0,40,0,17699.11504,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,501,1,1,56,116,56,56,56.0,0.0,116,116,116.0,0.0,343313.3733,3992.015968,501.0,0.0,501,501,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1996.007984,1996.007984,56,116,76.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,114.0,56.0,116.0,20,0,0,0,0,0,0,1,56,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,209,2,2,62,118,31,31,31.0,0.0,59,59,59.0,0.0,861244.0191,19138.75598,69.66666667,36.66515148,112,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,64,64,9569.37799,9569.37799,31,59,42.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,52.75,31.0,59.0,64,0,0,0,0,0,0,2,62,2,118,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,87936,11,8,562,6260,189,0,51.09090909,75.14047451,1547,0,782.5,752.2271693,77579.14847,216.06623,4885.333333,8293.276426,24193,1,87936,8793.6,10279.98171,25898,1,61803,8829.0,14696.64171,35256,4,0,0,0,0,240,172,125.0909753,90.97525473,0,1547,341.1,590.1632156,348292.6211,0,0,0,1,0,0,0,0,0,359.0526316,51.09090909,782.5,240,0,0,0,0,0,0,11,562,8,6260,29200,60,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,127212,2,2,68,218,34,34,34.0,0.0,109,109,109.0,0.0,2248.215577,31.44357451,42404.0,73403.45096,127163,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,64,15.72178725,15.72178725,34,109,64.0,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,80.0,34.0,109.0,64,0,0,0,0,0,0,2,68,2,218,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,244825,1,1,42,87,42,42,42.0,0.0,87,87,87.0,0.0,526.9069744,8.169100378,244825.0,0.0,244825,244825,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4.084550189,4.084550189,42,87,57.0,25.98076211,675.0,0,0,0,0,0,0,0,0,1,85.5,42.0,87.0,32,0,0,0,0,0,0,1,42,1,87,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46850,61,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16393.44262,16393.44262,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,148,360,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31053,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,9274.466235,128.812031,10351.0,17923.26176,31047,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,64.40601552,64.40601552,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,64,0,0,0,0,0,0,2,84,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,17587,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,682.3221698,113.7203616,17587.0,0.0,17587,17587,17587,17587.0,0.0,17587,17587,0,0.0,0.0,0,0,0,0,0,0,40,0,113.7203616,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,288877,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,13445.16871,41.54017108,26261.54545,39113.99729,90937,51,288877,48146.16667,45199.94919,91907,460,92368,23092.0,41544.14276,85225,51,0,0,0,0,152,112,24.23176646,17.30840462,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53326,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116382656,29,25,9602,8109,4517,0,331.1034483,998.3774102,1400,0,324.36,545.8448253,152.1790326,0.463986661,2195899.17,4147799.496,10200000,1,116000000,4156523.429,4995585.346,10200000,1,113000000,4701432.542,5172156.378,10200000,3,0,0,0,0,600,508,0.249178022,0.21480864,0,4517,322.0181818,806.9851642,651225.0552,0,0,0,1,0,0,0,0,0,327.9814815,331.1034483,324.36,600,0,0,0,0,0,0,29,9602,25,8109,29200,30660,28,20,87393.90909,174394.0599,613211,34400,10200000.0,78753.81606,10200000,10000000,BENIGN
43788,89,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22471.91011,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11235.95506,11235.95506,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,61,531,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30717,1,1,43,87,43,43,43.0,0.0,87,87,87.0,0.0,4232.184133,65.11052512,30717.0,0.0,30717,30717,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.55526256,32.55526256,43,87,57.66666667,25.40341184,645.3333333,0,0,0,0,0,0,0,0,1,86.5,43.0,87.0,20,0,0,0,0,0,0,1,43,1,87,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,388,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,309278.3505,5154.639175,388.0,0.0,388,388,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2577.319588,2577.319588,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,32,0,0,0,0,0,0,1,52,1,68,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,186,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1032258.065,21505.37634,62.0,66.12110102,134,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,10752.68817,10752.68817,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2357351,19,20,2548,14615,1380,0,134.1052632,327.6044184,1430,0,730.75,672.9914268,7280.629826,16.54399366,62035.55263,196445.7174,1107515,2,2357351,130963.9444,281697.2627,1144062,4,1212997,63841.94737,138509.1069,473266,2,0,0,0,0,392,412,8.059894348,8.484099313,0,1430,429.075,603.2959212,363965.9686,0,0,0,1,0,0,0,0,1,440.0769231,134.1052632,730.75,392,0,0,0,0,0,0,19,2548,20,14615,8192,395,18,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30928,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,5561.303673,129.3326436,10309.33333,17850.22695,30921,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,64.66632178,64.66632178,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30507,1,1,54,82,54,54,54.0,0.0,82,82,82.0,0.0,4457.993247,65.55872423,30507.0,0.0,30507,30507,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.77936211,32.77936211,54,82,63.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,95.0,54.0,82.0,20,0,0,0,0,0,0,1,54,1,82,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,169,2,2,84,188,42,42,42.0,0.0,94,94,94.0,0.0,1609467.456,23668.63905,56.33333333,91.51138363,162,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,11834.31953,11834.31953,42,94,62.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,78.5,42.0,94.0,64,0,0,0,0,0,0,2,84,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,15492376,11,10,733,6285,389,0,66.63636364,120.8133045,2504,0,628.5,890.7345595,452.9970096,1.355505443,774618.8,3331241.847,14900000,1,566634,56663.4,65005.11728,198671,1,15400000,1711885.0,4956107.519,14900000,3,0,0,0,0,364,328,0.710026661,0.645478783,0,2504,319.0,656.3555947,430802.6667,0,0,0,1,0,0,0,0,0,334.1904762,66.63636364,628.5,364,0,0,0,0,0,0,11,733,10,6285,65535,126,5,32,566634.0,0.0,566634,566634,14900000.0,0.0,14900000,14900000,BENIGN
53,356,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,1331460.674,11235.95506,118.6666667,200.3405434,350,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,5617.977528,5617.977528,30,207,100.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,126.0,30.0,207.0,64,0,0,0,0,0,0,2,60,2,414,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23688,2,2,62,188,31,31,31.0,0.0,94,94,94.0,0.0,10553.86694,168.861871,7896.0,13632.12445,23637,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,64,84.43093549,84.43093549,31,94,56.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,70.25,31.0,94.0,40,0,0,0,0,0,0,2,62,2,188,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,161,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1316770.186,24844.7205,53.66666667,87.75724092,155,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12422.36025,12422.36025,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
139,237,3,1,4,4,4,0,1.333333333,2.309401077,4,4,4.0,0.0,33755.27426,16877.63713,79.0,132.510377,232,1,237,118.5,166.1700936,236,1,0,0.0,0.0,0,0,1,0,0,0,96,32,12658.22785,4219.409283,0,4,2.4,2.19089023,4.8,0,1,0,0,1,0,0,0,0,3.0,1.333333333,4.0,96,0,0,0,0,0,0,3,4,1,4,302,302,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
14499,2,2,0,2071,0,2065,6,1035.5,1455.932862,0,0,0.0,0.0,1040000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,40,0,1000000.0,0.0,6,2065,1378.666667,1188.764204,1413160.333,0,1,0,0,1,0,0,0,0,2068.0,1035.5,0.0,40,0,0,0,0,0,0,2,2071,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,148592,2,2,111,256,62,49,55.5,9.192388155,143,113,128.0,21.21320344,2469.850328,26.91934963,49530.66667,36043.05903,72355,7979,68258,68258.0,0.0,68258,68258,72355,72355.0,0.0,72355,72355,0,0,0,0,64,52,13.45967481,13.45967481,49,143,85.8,40.30756753,1624.7,0,0,0,0,0,0,0,0,1,107.25,55.5,128.0,64,0,0,0,0,0,0,2,111,2,256,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60758223,13,14,725,4342,342,0,55.76923077,105.6489106,3545,0,310.1428571,940.3994943,83.39611907,0.444384293,2336854.731,4278546.36,9996920,3,60400000,5031740.083,5206460.983,10000000,268,60700000,4671803.308,5154995.763,10000000,3,0,0,0,0,272,364,0.213962808,0.230421485,0,3545,180.9642857,669.4561907,448171.5913,0,0,0,1,0,0,0,0,1,187.6666667,55.76923077,310.1428571,272,0,0,0,0,0,0,13,725,14,4342,8192,66,12,20,67855.83333,105323.2986,282846,24649,9995624.333,753.2725049,9996920,9994716,BENIGN
56936,96,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,125000.0,20833.33333,96.0,0.0,96,96,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10416.66667,10416.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,8190,63355,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,7611888,4,4,136,408,36,32,34.0,2.309401077,136,68,102.0,39.2598183,71.46715769,1.050987613,1087412.571,2876844.649,7611483,3,7611718,2537239.333,4394621.374,7611711,3,7611661,2537220.333,4394548.628,7611608,4,0,0,0,0,104,104,0.525493807,0.525493807,32,136,64.0,43.35896678,1880.0,0,0,0,0,0,0,0,0,1,72.0,34.0,102.0,104,0,0,0,0,0,0,4,136,4,408,-1,-1,3,20,231.0,0.0,231,231,7611483.0,0.0,7611483,7611483,BENIGN
443,407987,2,0,1964,0,982,982,982.0,0.0,0,0,0.0,0.0,4813.878874,4.902116979,407987.0,0.0,407987,407987,407987,407987.0,0.0,407987,407987,0,0.0,0.0,0,0,1,0,0,0,64,0,4.902116979,0.0,982,982,982.0,0.0,0.0,0,1,0,0,1,1,0,0,0,1473.0,982.0,0.0,64,0,0,0,0,0,0,2,1964,0,0,237,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23681,2,2,72,194,36,36,36.0,0.0,97,97,97.0,0.0,11232.63376,168.9117858,7893.666667,13666.16956,23674,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,84.45589291,84.45589291,36,97,60.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,75.5,36.0,97.0,40,0,0,0,0,0,0,2,72,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,35,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,342857.1429,57142.85714,35.0,0.0,35,35,35,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0,0,0,40,0,57142.85714,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47857,1,1,42,103,42,42,42.0,0.0,103,103,103.0,0.0,3029.859791,41.79116953,47857.0,0.0,47857,47857,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,20.89558476,20.89558476,42,103,62.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,93.5,42.0,103.0,40,0,0,0,0,0,0,1,42,1,103,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5383062,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.743071508,1794354.0,3087829.118,5359847,57,5383062,2691531.0,3773568.676,5359847,23215,0,0.0,0.0,0,0,0,0,0,0,104,40,0.557303631,0.185767877,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,4380,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30519,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4194.108588,65.53294669,30519.0,0.0,30519,30519,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.76647334,32.76647334,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61622,1,1,44,158,44,44,44.0,0.0,158,158,158.0,0.0,3278.050047,32.45594106,61622.0,0.0,61622,61622,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,16.22797053,16.22797053,44,158,82.0,65.81793069,4332.0,0,0,0,0,0,0,0,0,1,123.0,44.0,158.0,40,0,0,0,0,0,0,1,44,1,158,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5606121,9,5,352,2937,195,0,39.11111111,71.67189903,1448,0,587.4,781.3378271,586.6801662,2.497270394,431240.0769,1494107.553,5403361,3,5606121,700765.125,1900440.968,5403361,3,111072,27768.0,30603.85346,56909,225,0,0,0,0,296,168,1.605388111,0.891882284,0,1448,219.2666667,500.0602059,250060.2095,0,0,0,1,0,0,0,0,0,234.9285714,39.11111111,587.4,296,0,0,0,0,0,0,9,352,5,2937,29200,119,3,32,202757.0,0.0,202757,202757,5403361.0,0.0,5403361,5403361,BENIGN
53,30954,2,2,160,324,80,80,80.0,0.0,162,162,162.0,0.0,15636.10519,129.2240098,10318.0,17864.37203,30946,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,64.61200491,64.61200491,80,162,112.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,141.0,80.0,162.0,64,0,0,0,0,0,0,2,160,2,324,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,75448,1,1,99,177,99,99,99.0,0.0,177,177,177.0,0.0,3658.148659,26.50832361,75448.0,0.0,75448,75448,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,13.25416181,13.25416181,99,177,125.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,187.5,99.0,177.0,32,0,0,0,0,0,0,1,99,1,177,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
