 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,179,2,2,72,270,36,36,36.0,0.0,135,135,135.0,0.0,1910614.525,22346.36872,59.66666667,97.28480525,172,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11173.18436,11173.18436,36,135,75.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,94.5,36.0,135.0,40,0,0,0,0,0,0,2,72,2,270,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50296,16,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,62500.0,62500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,31,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50222,72,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,36.0,18.38477631,49,23,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,20,40,13888.88889,27777.77778,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,2052,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,73351,2,2,66,130,33,33,33.0,0.0,65,65,65.0,0.0,2672.083544,54.53231721,24450.33333,42343.15742,73344,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,27.26615861,27.26615861,33,65,45.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,57.25,33.0,65.0,64,0,0,0,0,0,0,2,66,2,130,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62392,4,2,132,190,33,33,33.0,0.0,95,95,95.0,0.0,5160.918066,96.16617515,12478.4,17083.34877,31322,1,31326,10442.0,18082.61046,31322,1,4,4.0,0.0,4,4,0,0,0,0,80,40,64.11078343,32.05539172,33,95,50.71428571,30.25290226,915.2380952,0,0,0,0,0,0,0,0,0,59.16666667,33.0,95.0,80,0,0,0,0,0,0,4,132,2,190,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30577,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4186.152991,65.40864048,30577.0,0.0,30577,30577,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.70432024,32.70432024,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39211,22,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,545454.5455,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,17520,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,186,2,2,92,124,46,46,46.0,0.0,62,62,62.0,0.0,1161290.323,21505.37634,62.0,67.10439628,135,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,10752.68817,10752.68817,46,62,52.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,65.5,46.0,62.0,64,0,0,0,0,0,0,2,92,2,124,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118114412,13,10,655,3413,200,0,50.38461538,67.90623248,1491,0,341.3,603.2618834,34.44118233,0.194726449,5368836.909,17300000.0,58900000,3,118000000,9842867.667,22900000.0,59000000,20,118000000,13100000.0,26000000.0,59000000,3,0,0,0,0,280,212,0.110062775,0.084663673,0,1491,169.5,408.5495021,166912.6957,0,0,0,1,0,0,0,0,0,176.8695652,50.38461538,341.3,280,0,0,0,0,0,0,13,655,10,3413,29200,31,12,20,108252.5,66584.71005,155335,61170,58900000.0,5109.553601,58900000,58900000,BENIGN
53,61621,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,1914.931598,32.45646776,61621.0,0.0,61621,61621,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.22823388,16.22823388,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,181,2,2,64,120,32,32,32.0,0.0,60,60,60.0,0.0,1016574.586,22099.44751,60.33333333,21.36195996,85,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,11049.72376,11049.72376,32,60,43.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,54.0,32.0,60.0,64,0,0,0,0,0,0,2,64,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
40064,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,59,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55542,5339924,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,3.370834491,0.561805749,2669962.0,3775897.886,5339925,-1,5339924,5339924.0,0.0,5339924,5339924,0,0.0,0.0,0,0,0,0,0,0,40,20,0.374537166,0.187268583,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,11256,64165,1,20,0.0,0.0,0,0,5339925.0,0.0,5339925,5339925,BENIGN
123,86999,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1103.460959,22.98876999,86999.0,0.0,86999,86999,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,20,11.49438499,11.49438499,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,28,0,0,0,0,0,0,1,48,1,48,-1,-1,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54018,48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,556,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,194,2,2,72,282,36,36,36.0,0.0,141,141,141.0,0.0,1824742.268,20618.5567,64.66666667,105.077749,186,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,10309.27835,10309.27835,36,141,78.0,57.51086854,3307.5,0,0,0,0,0,0,0,0,1,97.5,36.0,141.0,64,0,0,0,0,0,0,2,72,2,282,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,103850,1,1,44,124,44,44,44.0,0.0,124,124,124.0,0.0,1617.717862,19.25854598,103850.0,0.0,103850,103850,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9.62927299,9.62927299,44,124,70.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,106.0,44.0,124.0,20,0,0,0,0,0,0,1,44,1,124,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60934,60,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,616666.6667,50000.0,30.0,36.76955262,56,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,20,33333.33333,16666.66667,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,1244,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,240,2,2,76,356,38,38,38.0,0.0,178,178,178.0,0.0,1800000.0,16666.66667,80.0,55.42562584,144,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,8333.333333,8333.333333,38,178,94.0,76.68115805,5880.0,0,0,0,0,0,0,0,0,1,117.5,38.0,178.0,64,0,0,0,0,0,0,2,76,2,356,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30620,1,1,78,206,78,78,78.0,0.0,206,206,206.0,0.0,9274.983671,65.31678641,30620.0,0.0,30620,30620,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.65839321,32.65839321,78,206,120.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,181.0,78.0,206.0,32,0,0,0,0,0,0,1,78,1,206,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,268,2,2,108,414,54,54,54.0,0.0,207,207,207.0,0.0,1947761.194,14925.37313,89.33333333,152.9978213,266,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,7462.686567,7462.686567,54,207,115.2,83.8015513,7022.7,0,0,0,0,0,0,0,0,1,144.0,54.0,207.0,64,0,0,0,0,0,0,2,108,2,414,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58358,64,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,187500.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15625.0,15625.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,65535,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,442614,6,11,1369,5990,949,0,228.1666667,366.5364466,1460,0,544.5454545,664.0664671,16626.22511,38.40818411,27663.375,41095.07345,86791,3,354505,70901.0,39476.1993,89662,313,355927,35592.7,44701.26362,89052,3,0,0,0,0,132,228,13.55582968,24.85235442,0,1460,408.8333333,576.3562267,332186.5,0,0,0,1,0,0,0,0,1,432.8823529,228.1666667,544.5454545,132,0,0,0,0,0,0,6,1369,11,5990,8192,5737,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57077,24047,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,499.0227471,83.17045785,24047.0,0.0,24047,24047,24047,24047.0,0.0,24047,24047,0,0.0,0.0,0,0,0,0,0,0,40,0,83.17045785,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,126,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23926,2,2,80,278,40,40,40.0,0.0,139,139,139.0,0.0,14962.80197,167.1821449,7975.333333,13807.62037,23919,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,83.59107247,83.59107247,40,139,79.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,99.5,40.0,139.0,40,0,0,0,0,0,0,2,80,2,278,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115564569,45,41,716,38688,337,0,15.91111111,61.04723291,2836,0,943.6097561,725.4105003,340.9695579,0.744172723,1359583.165,3394530.58,10000000,0,116000000,2626467.477,4391617.5,10100000,0,111000000,2768717.3,4539892.677,10100000,1,0,0,0,0,1448,1320,0.389392704,0.354780019,0,2836,452.9195402,681.0023259,463764.1679,0,0,0,1,0,0,0,0,0,458.1860465,15.91111111,943.6097561,1448,0,0,0,0,0,0,45,716,41,38688,29200,357,4,32,58317.0,70283.66102,270217,36716,10000000.0,4190.157797,10000000,9998329,BENIGN
53,144,2,2,76,132,38,38,38.0,0.0,66,66,66.0,0.0,1444444.444,27777.77778,48.0,77.07788269,137,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,13888.88889,13888.88889,38,66,49.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,61.5,38.0,66.0,64,0,0,0,0,0,0,2,76,2,132,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,94446,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1016.453847,21.17612181,94446.0,0.0,94446,94446,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.5880609,10.5880609,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60473466,9,9,608,326,566,0,67.55555556,186.9271991,282,2,36.22222222,92.17615985,15.44479028,0.297651205,3557262.706,4843709.632,9990853,99,50600000,6327822.875,5114824.683,10100000,16573,60400000,7546700.5,4610033.092,10100000,43628,0,0,0,0,192,184,0.148825602,0.148825602,0,566,49.15789474,140.331854,19693.02924,0,0,0,1,0,0,0,0,1,51.88888889,67.55555556,36.22222222,192,0,0,0,0,0,0,9,608,9,326,8192,29998,8,20,171796.2,160871.5867,459572,99704,9952720.4,85039.59081,9990853,9800597,BENIGN
443,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,252,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,17045,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,704.0187738,117.3364623,17045.0,0.0,17045,17045,17045,17045.0,0.0,17045,17045,0,0.0,0.0,0,0,0,0,0,0,40,0,117.3364623,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,12854579,20,12,4722,6819,1015,0,236.1,290.131531,1426,0,568.25,431.4590732,897.8123671,2.4893853,414663.8387,909566.0308,4829776,46,8024803,422358.0526,443180.4297,1953406,40128,12800000,1164954.273,1377546.642,4999846,544,0,0,0,0,412,252,1.555865812,0.933519487,0,1426,349.7272727,379.1699217,143769.8295,0,0,0,1,0,0,0,0,0,360.65625,236.1,568.25,412,0,0,0,0,0,0,20,4722,12,6819,8192,84,19,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,36931,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,3195.147708,54.1550459,36931.0,0.0,36931,36931,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27.07752295,27.07752295,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,103794,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,115.6136193,19.26893655,103794.0,0.0,103794,103794,103794,103794.0,0.0,103794,103794,0,0.0,0.0,0,0,0,0,0,0,40,0,19.26893655,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24726,2,2,72,128,36,36,36.0,0.0,64,64,64.0,0.0,8088.651622,161.7730324,8242.0,14272.96469,24723,1,2,2.0,0.0,2,2,1,1.0,0.0,1,1,0,0,0,0,64,40,80.88651622,80.88651622,36,64,47.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,59.0,36.0,64.0,64,0,0,0,0,0,0,2,72,2,128,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60841778,22,26,778,26476,349,0,35.36363636,84.1871755,2920,0,1018.307692,927.8388123,447.9487763,0.788931579,1294505.915,3349817.335,10000000,3,60800000,2897227.524,4603181.383,10100000,3,60800000,2431628.08,4343829.002,10100000,49,0,0,0,0,452,592,0.36159364,0.427337939,0,2920,556.2040816,835.419056,697924.9991,0,0,0,1,0,0,0,0,1,567.7916667,35.36363636,1018.307692,452,0,0,0,0,0,0,22,778,26,26476,8192,114,21,20,184664.0,328357.0526,854920,50534,9955597.333,93772.21314,10000000,9765971,BENIGN
80,117574189,23,18,2195,3980,439,0,95.43478261,185.1443727,796,0,221.1111111,366.8673248,52.52003057,0.348715992,2939354.725,4549852.898,10200000,39,118000000,5343203.045,5022378.6,10200000,1224,118000000,6914734.882,4648250.101,10200000,1163,0,0,0,0,744,584,0.195621166,0.153094826,0,796,147.0238095,280.4096731,78629.58479,0,0,0,1,0,0,0,0,0,150.6097561,95.43478261,221.1111111,744,0,0,0,0,0,0,23,2195,18,3980,29200,294,5,32,482825.9091,1522317.906,5072787,23534,10200000.0,41775.86721,10200000,10100000,BENIGN
40224,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12048.19277,12048.19277,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,259,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58423,1,2,0,280,0,274,6,140.0,189.5046174,0,0,0.0,0.0,280000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,40,0,2000000.0,0.0,6,274,184.6666667,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,277.0,140.0,0.0,40,0,0,0,0,0,0,2,280,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,81752207,10,5,1300,479,1061,0,130.0,330.2160909,341,0,95.8,149.5299301,21.76088041,0.183481285,5839443.357,21800000.0,81600000,19,81800000,9083578.556,27200000.0,81600000,19,102192,25548.0,20969.10643,43096,321,0,0,0,0,332,168,0.122320857,0.061160428,0,1061,111.1875,269.3085514,72527.09583,0,0,0,1,0,0,0,0,0,118.6,130.0,95.8,332,0,0,0,0,0,0,10,1300,5,479,65535,362,5,32,144468.0,0.0,144468,144468,81600000.0,0.0,81600000,81600000,BENIGN
60316,15,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,800000.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,66666.66667,66666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,58,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54907,4,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,4500000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,12499,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
