 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,1025540,10,10,851,3950,267,0,85.1,99.87041604,1448,0,395.0,587.483144,4681.436121,19.50192094,53975.78947,78721.84586,294329,2,923173,102574.7778,96563.48399,294329,241,930370,103374.4444,137975.6728,389751,4,0,0,0,0,328,328,9.75096047,9.75096047,0,1448,228.6190476,431.9181029,186553.2476,0,0,0,1,0,0,0,0,1,240.05,85.1,395.0,328,0,0,0,0,0,0,10,851,10,3950,29200,254,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30475,4,4,180,244,45,45,45.0,0.0,61,61,61.0,0.0,13913.04348,262.5102543,4353.571429,11362.86325,30122,3,30328,10109.33333,17466.59155,30278,3,30321,10107.0,17421.83306,30224,48,0,0,0,0,80,80,131.2551272,131.2551272,45,61,52.11111111,8.432740427,71.11111111,0,0,0,0,0,0,0,0,1,58.625,45.0,61.0,80,0,0,0,0,0,0,4,180,4,244,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52392,572,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,20979.02098,3496.503497,572.0,0.0,572,572,572,572.0,0.0,572,572,0,0.0,0.0,0,0,0,0,0,0,40,0,3496.503497,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,127,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,167,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1952095.808,23952.09581,55.66666667,90.35670054,160,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,11976.0479,11976.0479,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,468,2,2,80,278,40,40,40.0,0.0,139,139,139.0,0.0,764957.265,8547.008547,156.0,153.502443,310,3,155,155.0,0.0,155,155,3,3.0,0.0,3,3,0,0,0,0,40,40,4273.504274,4273.504274,40,139,79.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,99.5,40.0,139.0,40,0,0,0,0,0,0,2,80,2,278,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47083,2,2,70,692,35,35,35.0,0.0,346,346,346.0,0.0,16184.18537,84.95635367,15694.33333,27177.32055,47076,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,42.47817684,42.47817684,35,346,159.4,170.3417154,29016.3,0,0,0,0,0,0,0,0,1,199.25,35.0,346.0,40,0,0,0,0,0,0,2,70,2,692,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,20326014,2,2,109,224,64,45,54.5,13.43502884,117,107,112.0,7.071067812,16.3829465,0.19679215,6775338.0,11700000.0,20300000,417,20300000,20300000.0,0.0,20300000,20300000,20300000,20300000.0,0.0,20300000,20300000,0,0,0,0,52,52,0.098396075,0.098396075,45,117,79.4,30.95642098,958.3,0,0,0,0,0,0,0,0,1,99.25,54.5,112.0,52,0,0,0,0,0,0,2,109,2,224,-1,-1,1,20,46373.0,0.0,46373,46373,20300000.0,0.0,20300000,20300000,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5948697,3,1,12,2,6,0,4.0,3.464101615,2,2,2.0,0.0,2.353456564,0.672416161,1982899.0,3406187.261,5915980,17,5948697,2974348.5,4160095.163,5915980,32717,0,0.0,0.0,0,0,0,0,0,0,72,24,0.504312121,0.16810404,0,6,2.8,3.033150178,9.2,0,0,0,1,0,0,0,0,0,3.5,4.0,2.0,72,0,0,0,0,0,0,3,12,1,2,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5224663,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,34.64338274,1.148399428,1044932.6,2272483.919,5109950,3,5224663,1306165.75,2536055.016,5109950,3,0,0.0,0.0,0,0,1,0,0,0,100,20,0.956999523,0.191399905,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,255,360,4,20,77761.0,0.0,77761,77761,5109950.0,0.0,5109950,5109950,BENIGN
123,69016321,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.781950664,0.057957305,23000000.0,39800000.0,69000000,16367,69000000,69000000.0,0.0,69000000,69000000,69000000,69000000.0,0.0,69000000,69000000,0,0,0,0,52,64,0.028978653,0.028978653,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,16498.0,0.0,16498,16498,69000000.0,0.0,69000000,69000000,BENIGN
53,30243,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,4166.253348,66.13100552,30243.0,0.0,30243,30243,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,33.06550276,33.06550276,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61435,2,2,70,134,35,35,35.0,0.0,67,67,67.0,0.0,3320.58273,65.10946529,20478.33333,35424.48793,61383,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,80,32.55473264,32.55473264,35,67,47.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,59.75,35.0,67.0,64,0,0,0,0,0,0,2,70,2,134,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60365994,18,14,1176,5882,467,0,65.33333333,143.3502498,2896,0,420.1428571,808.2929645,116.9201322,0.530099778,1947290.129,3990164.908,10000000,10,60400000,3550940.824,4911104.631,10100000,66,60300000,4639587.077,5167719.769,10100000,184,0,0,0,0,584,456,0.298181125,0.231918653,0,2896,213.8787879,555.6888044,308790.0473,0,0,0,1,0,0,0,0,0,220.5625,65.33333333,420.1428571,584,0,0,0,0,0,0,18,1176,14,5882,29200,118,4,32,102246.1667,125871.5072,359180,50649,9958740.167,144111.3281,10000000,9666119,BENIGN
443,5491317,8,5,382,2995,201,0,47.75,74.77728838,1478,0,599.0,794.4677464,614.9708713,2.367373801,457609.75,1527133.591,5306413,49,5491317,784473.8571,1994211.227,5306413,49,109958,27489.5,30694.36381,56634,227,0,0,0,0,172,112,1.456845416,0.910528385,0,1478,241.2142857,523.4149962,273963.2582,0,0,0,1,0,0,0,0,0,259.7692308,47.75,599.0,172,0,0,0,0,0,0,8,382,5,2995,8192,75,7,20,184855.0,0.0,184855,184855,5306413.0,0.0,5306413,5306413,BENIGN
443,60725658,16,17,3509,9883,1660,0,219.3125,527.4285694,1800,0,581.3529412,722.5920306,220.53281,0.543427623,1897676.813,3942947.035,9999899,15,60700000,4048377.2,5045759.784,10100000,46,60700000,3792174.188,4981961.524,10100000,49,0,0,0,0,332,412,0.26348006,0.279947564,0,1800,393.8823529,645.8995965,417186.2888,0,0,0,1,0,0,0,0,1,405.8181818,219.3125,581.3529412,332,0,0,0,0,0,0,16,3509,17,9883,8192,134,15,20,145357.8333,231600.8409,618111,50680,9975571.333,46696.12048,9999899,9880619,BENIGN
443,115682547,21,21,842,7204,389,0,40.0952381,93.53443471,1460,0,343.047619,554.8673243,69.55241053,0.363062546,2821525.537,4476223.65,10000000,3,116000000,5784127.35,4940381.561,10000000,3,110000000,5514924.4,5109688.647,10000000,4,0,0,0,0,432,564,0.181531273,0.181531273,0,1460,187.1162791,417.8193509,174573.01,0,0,0,1,0,0,0,0,1,191.5714286,40.0952381,343.047619,432,0,0,0,0,0,0,21,842,21,7204,8192,980,20,20,30550.33333,23696.82073,105765,23163,9609661.667,1338540.565,10000000,5359273,BENIGN
53,160,2,2,98,154,49,49,49.0,0.0,77,77,77.0,0.0,1575000.0,25000.0,53.33333333,52.08006656,107,3,3,3.0,0.0,3,3,50,50.0,0.0,50,50,0,0,0,0,40,40,12500.0,12500.0,49,77,60.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,75.25,49.0,77.0,40,0,0,0,0,0,0,2,98,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23731,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,7079.347689,168.5558973,7910.333333,13694.17103,23723,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,80,64,84.27794867,84.27794867,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,80,0,0,0,0,0,0,2,68,2,100,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,97678480,6,4,393,24,78,6,65.5,29.17361822,6,6,6.0,0.0,4.269108201,0.102376695,10900000.0,15200000.0,31000000,50208,97600000,19500000.0,15800000.0,31000000,189444,93100000,31000000.0,170.4934016,31000000,31000000,1,0,0,0,120,80,0.061426017,0.040950678,6,78,44.72727273,37.09471906,1376.018182,0,1,0,0,1,0,0,0,0,49.2,65.5,6.0,120,0,0,0,0,0,0,6,393,4,24,74,74,5,20,1564418.0,2622325.789,4592419,50411,31000000.0,163.9888208,31000000,31000000,BENIGN
60151,16,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,750000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,62500.0,62500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,343,16402,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5133597,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,32.92038701,1.168771136,1026719.4,2265421.591,5079070,14,5133597,1283399.25,2530536.859,5079070,18,0,0.0,0.0,0,0,1,0,0,0,160,32,0.973975947,0.194795189,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,332,357,2,32,48078.0,0.0,48078,48078,5079070.0,0.0,5079070,5079070,BENIGN
53,191,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,481675.3927,20942.40838,63.66666667,25.40341184,93,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,40,40,10471.20419,10471.20419,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,40,0,0,0,0,0,0,2,46,2,46,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52475,73,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,164383.5616,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13698.63014,13698.63014,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6029570,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.995095836,1205914.0,1850788.224,4351954,61,6029570,2009856.667,2104097.178,4351954,279201,1398413,1398413.0,0.0,1398413,1398413,0,0,0,0,136,80,0.663397224,0.331698612,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,136,0,0,0,0,0,0,4,0,2,0,29200,11584,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60464,60,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16666.66667,16666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1152,332,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,93243,4,2,156,450,39,39,39.0,0.0,225,225,225.0,0.0,6499.147389,64.34799395,18648.6,27785.47376,62176,4,31063,10354.33333,17881.41449,31002,11,4,4.0,0.0,4,4,0,0,0,0,104,40,42.89866263,21.44933132,39,225,92.14285714,90.75870678,8237.142857,0,0,0,0,0,0,0,0,0,107.5,39.0,225.0,104,0,0,0,0,0,0,4,156,2,450,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30746,1,1,57,96,57,57,57.0,0.0,96,96,96.0,0.0,4976.257074,65.04911208,30746.0,0.0,30746,30746,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.52455604,32.52455604,57,96,70.0,22.5166605,507.0,0,0,0,0,0,0,0,0,1,105.0,57.0,96.0,20,0,0,0,0,0,0,1,57,1,96,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52180,91,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,131868.1319,21978.02198,91.0,0.0,91,91,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10989.01099,10989.01099,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,127,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5065864,2,2,6,212,6,0,3.0,4.242640687,212,0,106.0,149.9066376,43.03313314,0.789598773,1688621.333,2896012.786,5032594,47,33270,33270.0,0.0,33270,33270,5032641,5032641.0,0.0,5032641,5032641,0,0,0,0,60,48,0.394799387,0.394799387,0,212,43.6,94.17430647,8868.8,0,0,0,1,0,0,0,0,1,54.5,3.0,106.0,60,0,0,0,0,0,0,2,6,2,212,29200,11,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50342,2,2,64,250,32,32,32.0,0.0,125,125,125.0,0.0,6237.336618,79.45651742,16780.66667,28980.09676,50244,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,40,39.72825871,39.72825871,32,125,69.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,86.5,32.0,125.0,64,0,0,0,0,0,0,2,64,2,250,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31553,2,2,70,244,35,35,35.0,0.0,122,122,122.0,0.0,9951.510158,126.77083,10517.66667,18171.24763,31500,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,40,63.38541502,63.38541502,35,122,69.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,87.25,35.0,122.0,64,0,0,0,0,0,0,2,70,2,244,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5750179,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.695630519,1916726.333,3288141.418,5713486,16,5750179,2875089.5,4014098.826,5713486,36693,0,0.0,0.0,0,0,0,0,0,0,104,40,0.521722889,0.17390763,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,42408,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,36390473,37,44,2102,60575,917,0,56.81081081,190.9352476,2796,0,1376.704545,745.6232161,1722.346395,2.225857301,454880.9125,3489864.121,30900000,1,36400000,1010846.472,5187727.777,30900000,1,5499830,127903.0233,785251.829,5155083,1,0,0,0,0,1196,1416,1.016749631,1.209107669,0,2796,764.3536585,866.5551691,750917.861,0,0,0,1,0,0,0,0,1,773.7901235,56.81081081,1376.704545,1196,0,0,0,0,0,0,37,2102,44,60575,65535,127,7,32,201932.5,13903.84064,211764,192101,18000000.0,18200000.0,30900000,5125404,BENIGN
53,80488,4,2,124,184,31,31,31.0,0.0,92,92,92.0,0.0,3826.65739,74.54527383,16097.6,22057.26401,41528,3,38957,12985.66667,22486.63828,38951,3,3,3.0,0.0,3,3,0,0,0,0,80,40,49.69684922,24.84842461,31,92,48.42857143,29.76495222,885.952381,0,0,0,0,0,0,0,0,0,56.5,31.0,92.0,80,0,0,0,0,0,0,4,124,2,184,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49666,66,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,181818.1818,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15151.51515,15151.51515,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,252,2049,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,289,2,2,88,412,44,44,44.0,0.0,206,206,206.0,0.0,1730103.806,13840.83045,96.33333333,126.6188506,240,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,80,80,6920.415225,6920.415225,44,206,108.8,88.73105432,7873.2,0,0,0,0,0,0,0,0,1,136.0,44.0,206.0,80,0,0,0,0,0,0,2,88,2,412,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36103,53,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,698113.2075,56603.77358,26.5,33.23401872,50,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,20,37735.84906,18867.92453,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,1006,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,407,1,1,56,117,56,56,56.0,0.0,117,117,117.0,0.0,425061.4251,4914.004914,407.0,0.0,407,407,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2457.002457,2457.002457,56,117,76.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,114.5,56.0,117.0,32,0,0,0,0,0,0,1,56,1,117,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,23847,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,4025.663605,83.86799178,23847.0,0.0,23847,23847,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41.93399589,41.93399589,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60995,2,2,70,254,35,35,35.0,0.0,127,127,127.0,0.0,5311.910812,65.57914583,20331.66667,35210.28353,60989,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,0,0,0,40,40,32.78957292,32.78957292,35,127,71.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,89.75,35.0,127.0,40,0,0,0,0,0,0,2,70,2,254,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
